name,type,kind,null?,default,primary key,unique key,check,expression,comment
sales_orderline_product_l_key,"NUMBER(38,0)",COLUMN,Y,,N,N,,,
sales_orderline_key,"NUMBER(38,0)",COLUMN,Y,,N,N,,,
product_key,"NUMBER(38,0)",COLUMN,Y,,N,N,,,
load_dts,"NUMBER(38,0)",COLUMN,Y,,N,N,,,
rec_src,VARCHAR(4),COLUMN,Y,,N,N,,,
